Header Level,Header Text,Content
h3,Events,Hackathon and Skill Development
h3,Events,Hackathon and Skill Development
h3,Events,Event From the Finalists
h3,Events,Event From the Finalists
h3,Events,Event From the Finalists
h3,Events,Event From the Finalists
h3,Events,Event From the Finalists
h3,Events,Event From the Finalists
h3,Events,Smart India Hackathon 2022
h3,Events,Smart India Hackathon 2022
h3,Events,Smart India Hackathon 2022
h3,Events,Smart India Hackathon 2022
h3,Events,Smart India Hackathon 2022
h3,Events,Smart India Hackathon 2022
h3,Events,Skill Development Program on
h3,Events,Skill Development Program on
h3,Events,Skill Development Program on
h3,Events,Skill Development Program on
h3,Events,Skill Development Program on
h3,Events,Skill Development Program on
h3,Events,Blockchain Technology and Advanced
h3,Events,Blockchain Technology and Advanced
h3,Events,Blockchain Technology and Advanced
h3,Events,Blockchain Technology and Advanced
h3,Events,Blockchain Technology and Advanced
h3,Events,Blockchain Technology and Advanced
h3,at School of Computer Science and Engineering,
h3,SCHOOL,
h3,Dr. Ashwinkumar U M,
h3,Dr. Kiran Kumari Patil,
h3,Dr. P V Bhaskar Reddy,
h3,Dr. Venkatesh Prasad K S,
h3,Prof. Dr.Arun Biradar,
h3,Dr. N  P Nethravathi,
h3,Dr. Sanju,
h3,Dr. Gururaj Murtugudde,
h3,Dr. Selvan.C,
h3,Dr. Thippeswamy B M,
h3,Dr. Shantala Devi Patil,
h3,Dr. Syed Muzamil Basha,
h3,Dr. D R Kumar Raja,
h3,Dr. M Prabhakar,
h3,Dr. Meenakshi Sundaram A,
h3,Dr. Laxmi B Rananavare,
h3,Dr. Akram Pasha,
h3,Dr. K Amuthabala,
h3,Dr. Vani K,
h3,Dr. Farooque Azam,
h3,Dr. Nimrita Koul,
h3,Dr. Argha Sarkar,
h3,Dr.  H C Ramaprasad,
h3,Dr. Asha PN,
h3,Dr. S.Bhargavi Latha,
h3,Dr. Anooja Ali,
h3,Dr. Raghavendra Reddy,
h3,Dr. Priyanka Bharti,
h3,Dr. Ranjitha U N,
h3,Dr. Pundalik Chavan,
h3,Dr. Supreeth S,
h3,Dr. Anilkumar Ambore,
h3,Dr. T Y Satheesha,
h3,Prof. Sathish G C,
h3,Prof. Ananda Shankar A,
h3,Dr. Mayuri Kundu,
h3,Dr. Naveen Kumar B,
h3,Dr. M. Shobha Rani,
h3,Dr. Yerriswamy T,
h3,Dr. Shruthi G,
h3,Dr. Sailaja Thota,
h3,Dr. Sunil Manoli,
h3,Dr. Prabhuraj,
h3,Dr. Sheelavathy K V,
h3,Prof. Kanaiya V Kanzaria,
h3,Prof. Shashikala N,
h3,Prof. Kiran M,
h3,Prof. Vinay Kumar M,
h3,Dr. Naveen Chandra Gowda,
h3,Prof. Geetha B,
h3,Prof. Thirumagal E,
h3,Prof. Bindushree D C,
h3,Prof. Shivakumar R Naik,
h3,Prof. Priyadarshini R,
h3,Prof. Asha K,
h3,Prof. Shilpa V,
h3,Prof. Chaithra M H,
h3,Prof. Nikhil S Tengli,
h3,Prof. A Ajil,
h3,Prof. Basavaraj S H,
h3,Prof. Soharabanu A R,
h3,Prof. Dasari Bhulakshmi,
h3,Prof. Ashok K Patil,
h3,Prof. Kiran Kumar A,
h3,Prof. Bhavatarini N,
h3,Prof. Pallavi Birader,
h3,Prof. Madhumita Mishra,
h3,Prof. Nayana R,
h3,Prof. Suhasini N,
h3,Prof. Keerthana P,
h3,Prof. Neelam Malyadri,
h3,Ms. Mandara C M,
h3,Prof. Sonali Rawat Justa,
h3,Ms. Soujanya B K,
h3,Prof. Darshan L. M,
h3,Mr. Nithin Ramakrishnan,
h3,Mrs. Mala B M,
h3,Prof. Megha S.,
h3,Prof. Ramachandra H V,
h3,Dr. R.SethuMadhavi,
h3,Prof. Shankar Rana,
h3,Ms. Afifa Salsabil Fathima A,
h3,Prof. Revathi S,
h3,Prof. Megha Menon K,
h3,Prof. Kawsar Jahan,
h3,AKSHITHA S,
h3,Prof. Tejashwini Gadag,
h3,SHWETHA R,
h3,Eshwaridevi Jagapur,
h3,Prof. Sowmya Somanath,
h3,J Suneetha,
h3,Ms. Deekshitha S,
h3,Prof. Narendra Babu C R,
h3,Prof. Thanuja K,
h3,Dr. Prasanth Thiruvenkadam,
h3,Dr. Goutam Sanyal,
h3,SCHOOL OF CSE,
h3,"Domestic, International and National MOU's",
h3,05 /,
h3,03 /,
h3,03 /,
h3,26 /,
h3,26 /,
h3,20 /,
h3,19 /,
h3,29 /,
h3,05 /,
h3,03 /,
h3,03 /,
h3,26 /,
h3,26 /,
h3,20 /,
h3,19 /,
h3,29 /,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Feb-25,
h4,Oct-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h4,Aug-24,
h4,Aug-24,
h4,Jul-24,
h4,Feb-25,
h4,Oct-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h4,Aug-24,
h4,Aug-24,
h4,Jul-24,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h5,Director & Professor,
h5,Professor & Director (UIIC),
h5,Professor,
h5,Professor,
h5,Professor,
h5,Professor and HOD of CSE,
h5,Professor,
h5,Professor,
h5,Professor,
h5,Professor,
h5,Professor,
h5,Professor,
h5,Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Assistant Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor & Head of M. Tech - CSE,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Associate Professor,
h5,Assistant Professor,
h5,Associate Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor & Head of B. Tech - Artificial Intelligence and Data Science,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Assistant Professor,
h5,Associate Professor,
h5,Professor of Emeritus,
h1,National students’ convention on solar energy,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,"Full Stack Developer using JAVA and spring boot, AWS services, NLP tools",
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Opportunties for Civil Engineers in Middle East Countries,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Learnathon,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,"5 days SDP on ""Advance AutoCAD & Introduction to BIM""",
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Machine Learning for Interdisciplinary Engineering on 4th to 8th December 2023,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,UNNATI - Gender Equity Forum,
h2,Goals,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,SPARSH,"As per the guidelines of the UGC and the Supreme Court, an Anti-Sexual harassment cell – SPARSH has been established at REVA University. SPARSH provides a healthy and congenial ambience to the staff and students of the University. SPARSH was constituted to meet the following objectives: Members: Contact Person: Dr. Bharathi. S +91-80-46966966 Lodge your complaint at the email id:dir.ls@reva.edu.in"
h3,Women’s Grievance Redressal Cell,The Women’s Grievance Redressal Cell at REVA University is meant to safeguard and promote the well-being of all women employees of the organisation. It takes care of all the complaints and requirements of students. Hostel students and others in the campus also seek redressal for such complaints. Procedure for lodging complaints
h3,Internal Complaints Committee – ICC,"The POSH Act demanded an ICC to be made at all workplaces for the redressal of sexual harassment cases. REVA University has established the Internal Complaints Committee as per the UGC recommendation (Prevention, Prohibition and redressal of sexual harassment of women employees and students in higher educational instructions) Regulation, 2015- 2nd May, 2016. The Internal Complaints Committee has the following functions:"
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Unnati-Forum for Women caters to diverse requirements by providing a very productive space for all the women of REVA University.,
h4,The activities of the forum are:,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Notifications,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,29 /,
h3,20 /,
h3,18 /,
h3,01 /,
h3,29 /,
h3,24 /,
h3,24 /,
h3,24 /,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Dec-23,
h4,Dec-23,
h4,Dec-23,
h4,Dec-23,
h4,Nov-23,
h4,Nov-23,
h4,Nov-23,
h4,Nov-23,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Sneha NAssistant Professor,School of Computer Science and Applications
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Data Mining, Machine Learning and AI"
h3,Programs Organised,
h3,Qualification,"M. Tech, (PH.D.)"
h3,Teaching Experience,7 years
h3,Workshops,
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Scopus ID/Google Scholar ID,
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Machine Learning and IoT
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Vinay GAssistant Professor,School of Computer Science and Applications
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"DATA ANALYTICS, CLOUD COMPUTING"
h3,Programs Organised,Conferences - 2Seminars - 2Training programs - 5
h3,Qualification,"MCA, (Ph.D.)"
h3,Teaching Experience,13 years 6 months
h3,Linkedin,
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Training programs,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Publication,
h3,Participation in Seminars/Conferences/Symposium,Conferences - 5Seminars - 5
h3,Research Project,"Prescriptive Analytics, Education Data Mining"
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,404 - File Not Found,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. FarhanaazAssistant Professor,School of Computer Science and Applications
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Computer Architecture, HDL"
h3,Programs Organised,
h3,Qualification,MCA
h3,Teaching Experience,8 years
h3,Publications In Refereed Journals,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Computer Architecture and HDL
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. M Vinayaka MurthyProfessor,School of Computer Science and Applications
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Data Mining and Analytics, Networking"
h3,Programs Organised,
h3,Qualification,Ph.D.
h3,Teaching Experience,30 years 2 months
h3,FDP’s,
h3,Workshops,
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Training programs,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,Books Published,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Data Miing and Analytics
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Pradeepa DAssistant Professor,School of Computer Science and Applications
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,Advanced Networking
h3,Programs Organised,
h3,Qualification,"MCA, M.Phil, (Ph.D.)"
h3,Teaching Experience,9 years 8 Months
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Security on cloud data
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
